"FECHA","FUENTE","TEXTO","LINK ","ETIQUETA"
"5/7/2020","BIODIVERSIDAD","EN LOS ÚLTIMOS TRES MESES DE 2019, LA DEFORESTACIÓN EN COLOMBIA SE CONCENTRÓ EN UN 84.9% EN LA AMAZONIA, DE ACUERDO CON EL INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES (IDEAM).","https://www.biodiversidadla.org/Noticias/El-85-de-la-deforestacion-en-Colombia-se-concentra-en-la-Amazonia","DEFORESTACION"
"7/11/2019","MONGABAY","COLOMBIA: EL 70% DE LA DEFORESTACIÓN DE 2018 OCURRIÓ EN LA AMAZONIA. DURANTE LOS PRIMEROS SEIS MESES DE ESTE AÑO MUCHO SE HABLÓ SOBRE LA CIFRA DE DEFORESTACIÓN EN COLOMBIA EN EL 2018. SE ESPERABAN NOTICIAS NEGATIVAS. EL MISMO MINISTERIO DE AMBIENTE HABIA DICHO QUE, DENTRO DE SUS PROYECCIONES, ESPERABA UNA PÉRDIDA ENTRE 240 000 Y 260 000 HECTÁREAS DE BOSQUE, ES DECIR, UN INCREMENTO ENTRE EL 9 Y EL 18 % COMPARADO CON EL 2017 CUANDO LA CIFRA SE UBICÓ EN 219 973 HECTÁREAS DEFORESTADAS.","https://es.mongabay.com/2019/07/deforestacion-colombia-2018-amazonia/","DEFORESTACION"
"2/9/2022","EL PAIS","ARDE LA AMAZONIA COLOMBIANA
LA DEFORESTACIÓN DESBOCADA DISPARA LAS ALARMAS DE LOS AMBIENTALISTAS. EL PAIS SOBREVUELA LAS ÁREAS MÁS AFECTADAS POR LA TALA Y QUEMA DE BOSQUES. LAS LLAMAS DEVORAN, UNA VEZ MÁS, LA AMAZONIA COLOMBIANA. POCOS MINUTOS DESPUÉS DE QUE LA AVIONETA DESPEGA DEL AEROPUERTO DE VILLAVICENCIO, LA PUERTA DE ENTRADA A LA INMENSIDAD DE LAS LLANURAS QUE DOMINAN LA MITAD SUR DE COLOMBIA, SE COMIENZA A OBSERVAR LAS COPIOSAS COLUMNAS DE HUMO. ","https://elpais.com/clima-y-medio-ambiente/2022-02-09/arde-la-amazonia-colombiana.html","DEFORESTACION"
"9/12/2022","MONGABAY","LA AMAZONIA COLOMBIANA PERDIÓ MÁS DE 52 MIL HECTÁREAS DE BOSQUE EN EL PRIMER SEMESTRE DE 2022. HACE TAN SOLO MES Y MEDIO, CARLOS EDUARDO CORREA, HOY EXMINISTRO DE AMBIENTE, REVELÓ LAS CIFRAS DE DEFORESTACIÓN DE COLOMBIA DURANTE EL 2021. Y LO HIZO DESPUÉS DE QUE AMBIENTALISTAS COLOMBIANOS LLEVARAN MESES PREGUNTÁNDOSE POR QUÉ LA TARDANZA EN MOSTRAR EL PANORAMA DE LOS BOSQUES EN EL PAIS, Y A MUY POCOS DIAS DEL 7 DE AGOSTO, FECHA EN QUE EL PRESIDENTE IVÁN DUQUE DEJABA LA CASA DE NARIÑO PARA DARLE PASO A SU SUCESOR, GUSTAVO PETRO.","https://es.mongabay.com/2022/09/amazonia-colombiana-perdio-mas-de-52-mil-hectareas-de-bosque/","DEFORESTACION"
"8/18/2022","DW","COLOMBIA PROPONE FONDO INTERNACIONAL PARA PROTEGER LA AMAZONIA. EL PRESIDENTE DE COLOMBIA, EL IZQUIERDISTA GUSTAVO PETRO, ANUNCIÓ EL JUEVES (18.08.2022) QUE PEDIRÁ A LOS PAISES RICOS Y A GRANDES EMPRESAS PAGAR A LOS CAMPESINOS POR CUIDAR LA SELVA AMAZÓNICA Y RECUPERAR LAS ZONAS DEFORESTADAS.","https://www.dw.com/es/colombia-propone-fondo-internacional-para-proteger-la-amazon%C3%ADa/a-62860684","DEFORESTACION"
"6/17/2020","NOTICIAS CARACOL","LAS MANOS HERÓICAS QUE ESTÁN DETRÁS DE LA REFORESTACIÓN DEL AMAZONAS DURANTE LA PANDEMIA
SUS ESFUERZOS PARA DETENER LA DESTRUCCIÓN DE LA NATURALEZA SON TITÁNICOS. EN LO QUE VA DE CONFINAMIENTO, MÁS DE 75 MIL HECTÁREAS HAN SIDO ARRASADAS.","https://noticias.caracoltv.com/informes-especiales/las-manos-heroicas-que-estan-detras-de-la-reforestacion-del-amazonas-durante-la-pandemia","OTROS"
"9/16/2022","PORTAFOLIO","""LA DEFORESTACIÓN EN COLOMBIA SUBIÓ 11 % EN EL PRIMER SEMESTRE DE 2022. EN LAS ÚLTIMAS SEMANAS, SE HA TENDIDO EN MEDIO DE LA OPINIÓN PÚBLICA LAS CIFRAS SOBRE DEFORESTACIÓN EN COLOMBIA PRESENTADAS POR EL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE, DESPUÉS DE ANALIZAR LOS REPORTES DEL SISTEMA DE MONITOREO DE BOSQUES Y CARBONO DEL INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES (IDEAM). DE ACUERDO CON LA CARTERA, EN LAS ÚLTIMAS DOS DÉCADAS SE HAN DEFORESTADO EN EL PAIS 3,1 MILLONES DE HECTÁREAS DE BOSQUE, SIENDO LA AMAZONIA COLOMBIANA, EL SECTOR MÁS AFECTADO.

","https://www.portafolio.co/economia/finanzas/deforestacion-en-colombia-como-esta-el-pais-en-2022-571261","DEFORESTACION"
"5/26/2023","EL PAIS","LA CRISIS CON LAS DISIDENCIAS DE IVÁN MORDISCO IMPACTA LA LUCHA CONTRA LA DEFORESTACIÓN","https://elpais.com/america-colombia/2023-05-26/la-crisis-con-la-disidencias-de-ivan-mordisco-impacta-la-lucha-contra-la-deforestacion.html","DEFORESTACION"
"7/15/2021","BBC","""EL """"IMPACTO INMENSO"""" DE LAS REGIONES DEL AMAZONAS QUE AHORA EMITEN MÁS CARBONO DEL QUE ABSORBEN. VLA DEFORESTACIÓN Y EL CAMBIO CLIMÁTICO ESTÁN ALTERANDO LA CAPACIDAD DE LA SELVA AMAZÓNICA DE ABSORBER DIÓXIDO CARBONO, DE ACUERDO CON UN NUEVO ESTUDIO.
SIGNIFICATIVAS ÁREAS DE LA SELVA TROPICAL MÁS GRANDE DEL PLANET HAN COMENZADO A EMITIR MÁS CO2 DEL QUE ABSORBEN.

EL ÁREA SURESTE ES LA MÁS AFECTADA, DICEN LOS CIENTIFICOS, CON TASAS MÁS ALTAS DE PÉRDIDA DE ÁRBOLES Y UN INCREMENTO EN EL NÚMERO DE INCENDIOS.
LAS TEMPERATURAS ALLI HAN AUMENTADO TRES VECES EL PROMEDIO MUNDIAL DURANTE LOS MESES MÁS CALUROSOS.""","https://www.bbc.com/mundo/noticias-57820472","DEFORESTACION"
"3/7/2022","NATIONAL GEOGRAPHIC","""EL AMAZONAS ESTÁ CERCA DEL PUNTO DE INFLEXIÓN DE CONVERTIRSE EN UNA SABANA, SUGIERE UN ESTUDIO. LA SELVA DEL AMAZONAS PODRIA ESTAR ACERCÁNDOSE A UN PUNTO DE INFLEXIÓN CRITICO QUE PODRIA HACER QUE ESTE ECOSISTEMA BIOLÓGICAMENTE RICO Y DIVERSO SE TRANSFORME EN UNA SABANA DE HIERBA.

EL DESTINO DE LA SELVA TROPICAL ES CRUCIAL PARA LA SALUD DEL PLANETA, YA QUE ALBERGA UNA VARIEDAD ÚNICA DE VIDA ANIMAL Y VEGETAL, ALMACENA UNA ENORME CANTIDAD DE CARBONO E INFLUYE EN GRAN MEDIDA EN LOS PATRONES CLIMÁTICOS GLOBALES.""","https://www.nationalgeographic.es/medio-ambiente/2018/11/asi-podria-afectar-la-perdida-de-la-selva-amazonica-al-agua-y-al-clima","DEFORESTACION"
"2/13/2020","BBC","LA GRAN MENTIRA VERDE"": CÓMO LA PÉRDIDA DEL AMAZONAS VA MUCHO MÁS ALLÁ DE LA DEFORESTACIÓN.","https://www.bbc.com/mundo/noticias-america-latina-51303285","DEFORESTACION"
"01/06/20222","EL ESPECTADOR","LA AMAZONIA COLOMBIANA FUE LA CUARTA CON MÁS DEFORESTACIÓN DURANTE 2021. UN NUEVO ANÁLISIS PRESENTADO ESTE MIÉRCOLES POR EL PROYECTO DE MONITOREO DE LA AMAZONIA ANDINA (MAAP POR SUS SIGLAS EN INGLÉS) REVELA LOS DATOS DE LA DEFORESTACIÓN E INCENDIOS EN LA REGIÓN AMAZÓNICA LATINOAMERICANA. LOS DATOS, PRESENTADOS POR LA UNIVERSIDAD DE MARYLAND, INDICAN QUE DURANTE 2021 SE PERDIERON APROXIMADAMENTE DOS MILLONES DE HECTÁREAS DE BOSQUE PRIMARIO EN LOS NUEVE PAISES DEL BIOMA AMAZÓNICO. AUNQUE ESTO REPRESENTÓ UNA DISMINUCIÓN EN COMPARACIÓN A LA CIFRA DE 2020, ES EL SEXTO REGISTRO MÁS ALTO HISTÓRICAMENTE.","https://www.elespectador.com/ambiente/la-amazonia-colombiana-fue-la-cuarta-con-mas-deforestacion-durante-2021/","DEFORESTACION"
"11/7/2022","CAMBIO 16","DESDE HACE DOS SEMANAS EL NIVEL PROMEDIO DEL RIO AMAZONAS, EN EL LADO BRASILEÑO, HA LLEGADO A BAJAR 25 CENTIMETROS POR DIA,RIOS REDUCIDOS A TIERRAS AGRIETADAS Y PEQUEÑAS EMBARCACIONES ATASCADAS E INMOVILIZADAS ANTE LA AUSENCIA DE AGUA, SE ESTAN AFECTANDO 41 MUNICIPIOS QUE ESTÁN EN ALERTA, 3 EN ESTADO DE EMERGENCIA, Y LOS 18 RESTANTES TIENEN PROBLEMAS DE ABASTECIMIENTO Y SALIDA DE PRODUCCIÓN.","https://www.cambio16.com/la-sequia-reduce-el-rio-amazonas-a-sus-niveles-minimos/","DEFORESTACION"
"7/13/2022","RADIO NACIONAL ","LOS PROBLEMAS DEL EJE VIAL QUE UNE A 12 DISTRITOS QUE SIEMBRAN MÁS DE 40 MIL HECTÁREAS DE CAFÉ Y PRODUCEN MÁS DE UN MILLÓN DE QUINTALES DE ESTE PRECIADO GRANO PARA EXPORTACIÓN, LA RECLASIFICACIÓN DE UNA RUTA NACIONAL DEFINITIVA; LA CONSTRUCCIÓN DE UN PAVIMENTO DE TRÁNSITO PESADO Y LA CONECTIVIDAD DIGITAL EN LA ZONA PUES CARECE DE ESTE IMPORTANTE SERVICIO EN MUCHAS LOCALIDADES.","https://www.radionacional.com.pe/noticias/nacional/transportes-trabaja-en-solucionar-problemas-en-corral-quemado-luya-amazonas","OTROS"
"5/31/2023","CANAL 26","LA CONTAMINACIÓN QUE PROVOCA ESTE METAL ES PRINCIPALMENTE DAÑINA PARA LA PRINCIPAL FUENTE DE PROTEINA DEL TERRITORIO, SI SE INGIERE SIN CONTROL, CAUSA DAÑOS A LA SALUD COMO DAÑAR SUS RIÑONES Y EL SISTEMA CARDIOVASCULAR  PORQUE ESTÁ CONTAMINADA.","https://www.canal26.com/planeta/un-estudio-asegura-que-hay-peces-contaminados-de-mercurio-en-la-amazonia-brasilera--343590","CONTAMINACION"
"5/23/2023","METEORED","LA ANOMALIA DE LA TEMPERATURA DEL AGUA DEL OCÉANO PACIFICO HA MOSTRADO UN CALENTAMIENTO BASTANTE ATIPICO DURANTE ALGUNAS SEMANAS QUE PODRIA PROVOCAR EFECTOS MÁS INTENSOS Y DURADEROS, COMO UNA SEQUIA EN EL NORTE DE BRASIL, DEJANDO A LA AMAZONIA BAJO UN GRAN ESTRÉS HIDRICO Y MÁS PROPENSA A LOS INCENDIOS.","https://www.tiempo.com/noticias/actualidad/alerta-de-devastacion-en-la-amazonia-por-la-llegada-del-fenomeno-de-el-nino.html","OTROS"
"5/23/2023","ULTIMA HORA ","ENTRE ENERO DE 2017 Y NOVIEMBRE DE 2021, UNA PÉRDIDA DE BOSQUES DE MÁS DE 5,2 MILLONES DE HECTÁREAS SE PUEDEN VISUALIZAR DESDE EL PROYECTO SE LLAMA SENTINEL-1 FOR SCIENCE","https://www.ultimahora.com/datos-satelitales-confirman-que-la-amazonia-pierde-sus-bosques-n3051788.html","DEFORESTACION"
"9/18/2018","WORLD ANIMAL PROTECTION"," EL DELFIN ROSADO HA SIDO CAZADO POR QUE LA CARNE DEL ANIMAL ES USADA COMO CARNADA PARA PESCAR EL PEZ MOTA, ESTA ACTIVIDAD NO SOLAMENTE ES ILEGAL SINO QUE ESTAN CAZANDO DELFINES DE FORMA CRUEL.","https://www.worldanimalprotection.cr/problema-matanza-del-delfin-rosado","OTROS"
"8/21/2019","EURONEWS","EL AMAZONAS PODRIA HABER LLEGADO A UN PUNTO DE NO RETORNO: LA DEFORESTACIÓN Y LOS FUEGOS HAN LLEVADO AL EXTREMO A LA MAYOR SELVA TROPICAL DEL MUNDO LAS TRES PRIMERAS SEMANAS DE AGOSTO 71.497 FOCOS DE INCENDIO, EL MAYOR NÚMERO PARA EL PERIODO EN LOS ÚLTIMOS SIETE AÑOS, Y POCO MÁS DE LA MITAD DE LOS CUALES SE REPORTARON EN LA AMAZONIA","https://es.euronews.com/2019/08/21/los-incendios-en-el-amazonas-aumentan-un-82-en-comparacion-con-el-mismo-periodo-de-2018","DEFORESTACION"
"3/23/2020","SCIDEV"," LAS CARRETERAS QUE ACTUALMENTE ESTÁN PROYECTADAS PARA SER CONSTRUIDAS EN LA REGIÓN AMAZÓNICA PRODUCIRÁN DESARROLLO, TAMBIÉN PROVOCARÁN DEFORESTACIÓN, VIOLACIONES A DERECHOS INDIGENAS, TRANSGRESIONES A LAS NORMAS AMBIENTALES Y PÉRDIDAS ECONÓMICAS. ","https://www.scidev.net/america-latina/news/alertan-impacto-de-carreteras-proyectadas-en-amazonia/","OTROS"
"3/30/2022","LA REPUBLICA ","MCDONALD’S CORP. ESTARIA VINCULADA CON LA DEFORESTACIÓN Y ABUSOS LABORALES EN LA SELVA AMAZÓNICA,HAY VARIOS CASOS EN LOS QUE LA CARNE DE RES DE RANCHOS DESPEJADOS ILEGALMENTE SE MEZCLÓ CON LA DE GRANJAS PARA OCULTAR SU VERDADERO ORIGEN Y LUEGO SE ENVIÓ A MATADEROS PROPIEDAD DE EMPRESAS QUE ABASTECEN A MCDONALD’S.","https://www.larepublica.co/globoeconomia/nuevo-informe-de-investigacion-vincula-a-mcdonald-s-con-deforestacion-de-amazonia-3334107","DEFORESTACION"
"3/24/2019","EL TIEMPO ","EN 2017 FUE INTERCEPTADA POR LA FUERZA PÚBLICA UNA BALSA DEDICADA A LA EXTRACCIÓN DE ORO DE ALUVIÓN EN EL RIO APAPORIS, DENTRO DEL PARQUE, Y FUE DETECTADO POR LAS AUTORIDADES,ESTAS PRIMERAS ALERTAS DEL AVANCE DEL FRENTE DE COLONIZACIÓN EN EL PARQUE ESTÁN ESTRECHAMENTE LIGADAS CON EL PROCESO DE DEFORESTACIÓN DE LA AMAZONIA, EL CUAL SE INTENSIFICA AÑO TRAS AÑO ANTE LA APARENTE IMPOTENCIA DE LAS AUTORIDADES.","https://www.eltiempo.com/vida/medio-ambiente/parque-chiribiquete-en-el-amazonas-colombiano-tiene-la-amenaza-de-la-deforestacion-341532","MINERIA ILEGAL"
"1/1/2019","EPSOCIAL ","
SIETE DE CADA DIEZ HABITANTES DE LA AMAZONIA NO TIENEN ACCESO AL AGUA POTABLE, PESE A ALBERGAR EL 20% DE LAS RESERVAS DE AGUA DULCE DEL PLANETA, SEGÚN WORLD VISION QUE HA LANZADO LA CAMPAÑA INICIATIVA DE LA CUENCA AMAZÓNICA, COINCIDIENDO CON EL DIA MUNDIAL DEL MEDIO AMBIENTE.


","Siete de cada diez habitantes de la AmazonIa no tienen acceso al agua potable (europapress.es)","DEFORESTACION"
"11/30/2019","EL PAIS","A LA AMAZONIA SE LE RECONOCE COMO EL BOSQUE TROPICAL Y EL SISTEMA DE RIOS MÁS GRANDE DEL MUNDO. ES EL LUGAR QUE ALBERGA EL 10% DE LA BIODIVERSIDAD DEL PLANETA Y SE EXTIENDE POR LOS TERRITORIOS DE 9 PAISES EN LATINOAMÉRICA. ES EL HOGAR DE MÁS DE 47 MILLONES DE PERSONAS, INCLUYENDO 410 GRUPOS INDIGENAS. POR SU EXTENSIÓN Y CARACTERISTICAS AMBIENTALES, ESTA REGIÓN ES FUNDAMENTAL PARA LA REGULACIÓN DEL CLIMA, EL CICLO HIDRICO Y PARA LA PROSPERIDAD AMBIENTAL Y ECONÓMICA DE LA ZONA. POR ELLO, SU PROTECCIÓN Y CONSERVACIÓN ES VITAL PARA EL ECOSISTEMA MUNDIAL.","https://elpais.com/clima-y-medio-ambiente/2020-11-30/la-deforestacion-en-la-amazonia-se-dispara-y-alcanza-el-record-en-12-anos.html","DEFORESTACION"
"12/1/2020","NEWS MUNDO ","DURANTE AGOSTO DEL 2019, EL AUMENTO DE LOS INCENDIOS EN BRASIL Y BOLIVIA VOLVIÓ A PONER EL AMAZONAS EN EL PUNTO DE MIRA.SEGÚN UN INFORME DEL INSTITUTO DE INVESTIGACIÓN AMBIENTAL DE LA AMAZONIA (IPAM) LOS FUEGOS ESTABAN DIRECTAMENTE RELACIONADOS CON LA DEFORESTACIÓN.
A PESAR DE LAS PROMESAS DEL GOBIERNO DE QUE PONDRIA FIN A LA DEFORESTACIÓN, LOS INCENDIOS EN EL BOSQUE VOLVIERON A OCURRIR DURANTE EL MISMO PERIODO DE 2020.","Destrucción del Amazonas: las principales amenazas para la mayor selva tropical del mundo en los 9 paIses que la comparten - BBC News Mundo","DEFORESTACION"
"10/19/2016","LAS 2 ORILLAS","ASI OPERAN LOS GRUPOS ARMADOS Y EL NARCOTRÁFICO EN EL AMAZONAS. DE ALGUNA MANERA ESTA INDUSTRIA HA SIDO LA VIA DEL LAVADO DE DINERO DE NARCOS DESDE QUE APARECE ESTE ILICITO. PERO HASTA LOS NOVENTA SE FORTALECE Y SE HACE VISIBLE ESTA ACCIÓN CON LOS HEREDEROS DE LOS CARTELES DE LA DROGA, QUEDANDO A LUZ PÚBLICA, POR SUS ESTRATEGIAS QUE QUEDARON EN EVIDENCIA ANTE EL MUNDO POR SUS EXCEDIDAS OPULENCIAS Y LOS SEGUIMIENTOS QUE DESENMASCARARON TERCERAS PERSONAS COMO A EMPRESAS DE FACHADA.","https://www.las2orillas.co/asi-operan-los-grupos-armados-y-el-narcotrafico-en-el-amazonas/","OTROS"
"9/25/2021","TENDENCIA ","INTERCEPTAN AERONAVE QUE INTENTABA TRAFICAR DROGA Y DETIENEN AL PILOTO Y COPILOTO, “ESTOS AVIONES VIENEN DESDE SURAMÉRICA Y AQUI EN VENEZUELA SON INTERCEPTADOS CON NUESTRO SISTEMA DE DEFENSA AEROESPACIAL INTEGRAL, CAPAZ DE DETECTAR TODO TIPO DE AERONAVES QUE INGRESEN; INMEDIATAMENTE PROCEDEMOS A LOS PROTOCOLOS DE ACTUACIÓN DE ACUERDO A LOS ESTÁNDARES INTERNACIONALES”, ASEGURÓ ICHASO QUIEN DESTACÓ QUE VENEZUELA EJERCE SU SOBERANIA SOBRE LA NORMATIVA DE LOS ESPACIOS AÉREOS","https://www.laiguana.tv/articulos/968970-amazonas-interceptan-aeronave-intentaba-traficar-droga-piloto-copiloto/","OTROS"
"8/10/2010","IBERDROLA","LA DEFORESTACIÓN HACE SALTAR LAS ALARMAS EN LA AMAZONIA, ¿CÓMO PODEMOS FRENARLA? CONSIDERADA EL PULMÓN DEL MUNDO, LA SELVA AMAZÓNICA HA PERDIDO DESDE 1970 UNA SUPERFICIE FORESTAL SUPERIOR AL TAMAÑO DE FRANCIA, SEGÚN DATOS DE GREENPEACE. DETRÁS DE ESTA DESAPARICIÓN MASIVA DE BOSQUE TROPICAL SE ENCUENTRA LA DEFORESTACIÓN, EN GRAN MEDIDA OCASIONADA POR LA MANO DEL HOMBRE. A CONTINUACIÓN, EXPONEMOS LOS PREOCUPANTES DATOS, LAS CONSECUENCIAS PARA EL PLANETA Y EL SER HUMANO Y QUÉ SOLUCIONES SE PLANTEAN.","La deforestación del Amazonas y su impacto en la biodiversidad - Iberdrola","DEFORESTACION"
"1/16/2023","OPEN DEMOCRACY","LA MINERIA ILEGAL DE ORO SE EXPANDE SIN FRENO EN LA AMAZONIA,COMO DEMUESTRAN LOS ÚLTIMOS DATOS EN LA PROVINCIA DE NAPO, EN ECUADOR, LA MULTIPLICACIÓN DE ACTIVIDADES MINERAS ILEGALES ALTAMENTE CONTAMINANTES ES IMPARABLE EN LA AMAZONIA","https://www.lapatilla.com/2023/05/31/la-mineria-ilegal-crece-voraz-y-amenazante-en-la-amazonia-de-ecuador/","MINERIA ILEGAL"
"12/20/2022","LA PATILLA","LA MINERIA ILEGAL CRECE VORAZ Y AMENAZANTE EN LA AMAZONIA,EL GOBIERNO, EN CAMBIO, LO ATRIBUYE AL PODER ECONÓMICO DEL NARCOTRÁFICO Y, SI BIEN EXISTEN FOCOS EN CASI TODO EL PAIS, HAY CINCO EN LA AMAZONIA QUE GENERAN PREOCUPACIÓN POR SU EXTENSIÓN O POR ESTAR DENTRO DE RESERVAS NATURALES.","https://www.lapatilla.com/2023/05/31/la-mineria-ilegal-crece-voraz-y-amenazante-en-la-amazonia-de-ecuador/","MINERIA ILEGAL"
